model,fpr,tpr,threshold,roc_auc
logistic_regression,0.016386182462356066,0.30025575447570335,0.9013667487814335,0.8258292765251825
logistic_regression,0.016386182462356066,0.30127877237851663,0.9009113694747648,0.8258292765251825
logistic_regression,0.016607617360496013,0.30127877237851663,0.9005002909160589,0.8258292765251825
logistic_regression,0.016607617360496013,0.3099744245524297,0.8983135090625576,0.8258292765251825
logistic_regression,0.01682905225863596,0.3099744245524297,0.8979092789946537,0.8258292765251825
logistic_regression,0.01682905225863596,0.3104859335038363,0.8973484473862751,0.8258292765251825
logistic_regression,0.017050487156775908,0.3104859335038363,0.8972658667233142,0.8258292765251825
logistic_regression,0.017050487156775908,0.3135549872122762,0.894226807785313,0.8258292765251825
logistic_regression,0.017271922054915855,0.3135549872122762,0.8941968429655466,0.8258292765251825
logistic_regression,0.017271922054915855,0.3202046035805627,0.8921459303448366,0.8258292765251825
logistic_regression,0.017493356953055803,0.3202046035805627,0.8920587166547413,0.8258292765251825
logistic_regression,0.017493356953055803,0.3227621483375959,0.8911539066800913,0.8258292765251825
logistic_regression,0.01837909654561559,0.3227621483375959,0.8898427241934339,0.8258292765251825
logistic_regression,0.01837909654561559,0.3242966751918159,0.8893862142690906,0.8258292765251825
logistic_regression,0.018600531443755536,0.3242966751918159,0.8892910009189823,0.8258292765251825
logistic_regression,0.018600531443755536,0.32583120204603583,0.8888482981267717,0.8258292765251825
logistic_regression,0.019264836138175378,0.32583120204603583,0.8885301605403612,0.8258292765251825
logistic_regression,0.019264836138175378,0.3268542199488491,0.8879349974582806,0.8258292765251825
logistic_regression,0.01948627103631532,0.3268542199488491,0.8878799779869081,0.8258292765251825
logistic_regression,0.01948627103631532,0.32838874680306906,0.8874445685015342,0.8258292765251825
logistic_regression,0.01970770593445527,0.32838874680306906,0.8873710306550613,0.8258292765251825
logistic_regression,0.01970770593445527,0.3289002557544757,0.8865828389946893,0.8258292765251825
logistic_regression,0.019929140832595216,0.3289002557544757,0.8863384852644477,0.8258292765251825
